tool_slug,captured_on,verdict,freshness,days_since_push,recent_commits,release_gap_days,issue_response_hours,contributors_90d,stars,open_issues,archived,reasons,captured_at
claude-relay-service,2026-08-19,maintained,100,3,33,26,,8,12530,285,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""33 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.1.314 26 days ago; 47 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""8 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
claude-seo,2026-08-19,maintained,100,3,35,29,87.1,1,14526,13,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""35 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.2.4 29 days ago; 22 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 4 days."",""effect"":2},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-19T06:20:44.694432+00:00
claude-skills,2026-08-19,maintained,100,11,16,11,,6,11065,25,false,"[{""fact"":""last commit"",""detail"":""Last push 11 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""16 commits in the last 12 weeks."",""effect"":3},{""fact"":""releases"",""detail"":""Released v0.4.16 11 days ago; 21 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""6 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-19T06:20:44.694432+00:00
claude-skills-alirezarezvani,2026-08-19,maintained,90,2,100,82,,5,24636,15,false,"[{""fact"":""last commit"",""detail"":""Pushed 2 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 82 days ago against a 4-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2}]",2026-08-19T06:20:44.694432+00:00
claudecodeui,2026-08-19,maintained,100,0,100,0,,20,13333,105,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released cloudcli-local-server-v1.37.2 0 days ago; 77 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""20 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
claudian,2026-08-19,maintained,100,0,100,1,20,6,14846,35,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 2.1.4 1 day ago; 65 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 20 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""6 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 112; 100 is the ceiling."",""effect"":-12}]",2026-08-19T06:20:44.694432+00:00
claurst,2026-08-19,maintained,100,18,100,43,,6,10250,13,false,"[{""fact"":""last commit"",""detail"":""Last push 18 days ago — inside a normal release month."",""effect"":-8},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":6},{""fact"":""releases"",""detail"":""Released v0.1.7 43 days ago; 10 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""6 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 104; 100 is the ceiling."",""effect"":-4}]",2026-08-19T06:20:44.694432+00:00
cline,2026-08-19,maintained,100,0,100,1,,11,66446,658,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released desktop-beta 1 day ago; 230 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
cliproxyapi,2026-08-19,maintained,100,0,100,0,,9,47818,54,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v7.2.136 0 days ago; 774 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
cloakbrowser,2026-08-19,maintained,100,0,100,0,4.4,5,30369,174,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released chromium-v151.0.7922.108.2-pro 0 days ago; 24 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 4 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 112; 100 is the ceiling."",""effect"":-12}]",2026-08-19T06:20:44.694432+00:00
cmux,2026-08-19,maintained,100,0,100,15,,3,26214,1738,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.64.22 15 days ago; 55 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-19T06:20:44.694432+00:00
cocoindex,2026-08-19,maintained,100,0,100,6,,18,11348,54,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.0.20 6 days ago; 136 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""18 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
code-review-graph,2026-08-19,maintained,100,0,100,32,126.6,13,30546,54,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.3.7 32 days ago; 28 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 5 days."",""effect"":2},{""fact"":""maintainers"",""detail"":""13 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 111; 100 is the ceiling."",""effect"":-11}]",2026-08-19T06:20:44.694432+00:00
codebase-memory-mcp,2026-08-19,maintained,100,0,100,0,,5,39459,366,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.10.8 0 days ago; 46 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 106; 100 is the ceiling."",""effect"":-6}]",2026-08-19T06:20:44.694432+00:00
codeburn,2026-08-19,maintained,100,0,100,0,3.6,5,9519,24,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released windows-v0.9.20 0 days ago; 52 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 4 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 112; 100 is the ceiling."",""effect"":-12}]",2026-08-19T06:20:44.694432+00:00
codewhale,2026-08-19,maintained,100,0,100,0,1.1,9,40828,134,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.9.9 0 days ago; 133 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about about an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 115; 100 is the ceiling."",""effect"":-15}]",2026-08-19T06:20:44.694432+00:00
codex-cli,2026-08-19,maintained,100,0,100,0,,35,106732,12860,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released rust-v0.149.0-alpha.1 0 days ago; 917 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""35 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
codexbar,2026-08-19,maintained,100,0,100,0,,9,20313,81,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.53.0 0 days ago; 107 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
cognee,2026-08-19,maintained,100,0,100,3,,7,30114,101,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.5.0 3 days ago; 88 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 106; 100 is the ceiling."",""effect"":-6}]",2026-08-19T06:20:44.694432+00:00
colleague-skill,2026-08-19,maintained,84,0,11,141,288.2,1,23437,24,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""11 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 141 days ago (v0.01)."",""effect"":-5},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 12 days."",""effect"":-6},{""fact"":""maintainers"",""detail"":""One person has committed in the last 90 days. Single point of failure."",""effect"":-5}]",2026-08-19T06:20:44.694432+00:00
composio,2026-08-19,maintained,100,0,100,0,,11,29766,32,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released @composio/slim@0.17.0 0 days ago; 711 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-19T06:20:44.694432+00:00
